,Case 1,Case 2,P-value,Association
sq0002_21930000_21940000,0,12,0.0003848878012656882,0.5439149940775636
sq0002_21960000_21970000,0,6,0.03142434652178249,0.36563621206356534
sq0002_23180000_23190000,0,9,0.003823034358582083,0.4669667243342232
sq0002_23210000_23220000,0,11,0.0008486361383012883,0.5202268683827087
sq0002_23220000_23230000,0,11,0.0008486361383012883,0.5202268683827087
sq0002_23400000_23410000,0,7,0.015826016947418548,0.4031478844100375
sq0002_23530000_23540000,0,7,0.015826016947418548,0.4031478844100375
sq0002_23540000_23550000,0,13,0.00016962883216848132,0.5659999567638938
sq0002_23810000_23820000,0,10,0.0018227351663913953,0.4946847389363815
sq0002_25350000_25360000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0002_25360000_25370000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0002_25380000_25390000,0,11,0.0008486361383012883,0.5202268683827087
sq0002_25440000_25450000,0,8,0.007850313216069148,0.4366480030862637
sq0002_25450000_25460000,0,6,0.03142434652178249,0.36563621206356534
sq0002_25620000_25630000,0,7,0.015826016947418548,0.4031478844100375
sq0002_26000000_26010000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0002_26010000_26020000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0002_26020000_26030000,0,14,7.246616608760606e-05,0.5866817871284814
sq0002_26250000_26260000,0,8,0.007850313216069148,0.4366480030862637
sq0002_26690000_26700000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0002_28500000_28510000,0,8,0.007850313216069148,0.4366480030862637
sq0002_28660000_28670000,0,6,0.03142434652178249,0.36563621206356534
sq0002_28900000_28910000,0,9,0.003823034358582083,0.4669667243342232
sq0002_29870000_29880000,0,11,0.0008486361383012883,0.5202268683827087
sq0002_30140000_30150000,0,11,0.0008486361383012883,0.5202268683827087
sq0002_30160000_30170000,0,7,0.015826016947418548,0.4031478844100375
sq0002_30340000_30350000,0,14,7.246616608760606e-05,0.5866817871284814
sq0002_30940000_30950000,0,9,0.003823034358582083,0.4669667243342232
sq0002_34990000_35000000,0,12,0.0003848878012656882,0.5439149940775636
sq0002_36470000_36480000,0,12,0.0003848878012656882,0.5439149940775636
sq0002_38460000_38470000,0,6,0.03142434652178249,0.36563621206356534
sq0002_42150000_42160000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_660000_670000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_3180000_3190000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_5840000_5850000,0,9,0.003823034358582083,0.4669667243342232
sq0003_8540000_8550000,0,8,0.007850313216069148,0.4366480030862637
sq0003_8550000_8560000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_9900000_9910000,0,9,0.003823034358582083,0.4669667243342232
sq0003_9910000_9920000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_10760000_10770000,0,9,0.003823034358582083,0.4669667243342232
sq0003_11350000_11360000,0,8,0.007850313216069148,0.4366480030862637
sq0003_11490000_11500000,0,7,0.015826016947418548,0.4031478844100375
sq0003_11820000_11830000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_13670000_13680000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_14040000_14050000,0,7,0.015826016947418548,0.4031478844100375
sq0003_14100000_14110000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_14110000_14120000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_14120000_14130000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_14440000_14450000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_14450000_14460000,0,8,0.007850313216069148,0.4366480030862637
sq0003_14470000_14480000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_15730000_15740000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_20640000_20650000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_21870000_21880000,0,9,0.003823034358582083,0.4669667243342232
sq0003_22960000_22970000,0,6,0.03142434652178249,0.36563621206356534
sq0003_23780000_23790000,0,6,0.03142434652178249,0.36563621206356534
sq0003_24370000_24380000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_24400000_24410000,0,8,0.007850313216069148,0.4366480030862637
sq0003_24830000_24840000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_24840000_24850000,0,6,0.03142434652178249,0.36563621206356534
sq0003_26080000_26090000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_26100000_26110000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_26250000_26260000,0,7,0.015826016947418548,0.4031478844100375
sq0003_27610000_27620000,0,8,0.007850313216069148,0.4366480030862637
sq0003_27620000_27630000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_27720000_27730000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_27730000_27740000,0,7,0.015826016947418548,0.4031478844100375
sq0003_27780000_27790000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_28280000_28290000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_28380000_28390000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_29060000_29070000,0,8,0.007850313216069148,0.4366480030862637
sq0003_29560000_29570000,0,8,0.007850313216069148,0.4366480030862637
sq0003_30250000_30260000,0,7,0.015826016947418548,0.4031478844100375
sq0003_30950000_30960000,0,6,0.03142434652178249,0.36563621206356534
sq0003_30980000_30990000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_31100000_31110000,0,9,0.003823034358582083,0.4669667243342232
sq0003_31710000_31720000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_31970000_31980000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_33240000_33250000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_35190000_35200000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_35310000_35320000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_36020000_36030000,0,8,0.007850313216069148,0.4366480030862637
sq0003_36330000_36340000,0,8,0.007850313216069148,0.4366480030862637
sq0003_36340000_36350000,0,8,0.007850313216069148,0.4366480030862637
sq0003_36520000_36530000,0,6,0.03142434652178249,0.36563621206356534
sq0003_36540000_36550000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_37040000_37050000,0,7,0.015826016947418548,0.4031478844100375
sq0003_37340000_37350000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_37350000_37360000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_37380000_37390000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_37390000_37400000,0,7,0.015826016947418548,0.4031478844100375
sq0003_38200000_38210000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_38210000_38220000,0,6,0.03142434652178249,0.36563621206356534
sq0003_38610000_38620000,0,9,0.003823034358582083,0.4669667243342232
sq0003_38620000_38630000,0,9,0.003823034358582083,0.4669667243342232
sq0003_39260000_39270000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_40410000_40420000,0,9,0.003823034358582083,0.4669667243342232
sq0003_41500000_41510000,0,9,0.003823034358582083,0.4669667243342232
sq0003_41710000_41720000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_42280000_42290000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_42290000_42300000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_43420000_43430000,0,7,0.015826016947418548,0.4031478844100375
sq0003_43430000_43440000,0,7,0.015826016947418548,0.4031478844100375
sq0003_43950000_43960000,0,8,0.007850313216069148,0.4366480030862637
sq0003_43960000_43970000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_45240000_45250000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_45540000_45550000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_45980000_45990000,0,6,0.03142434652178249,0.36563621206356534
sq0003_46120000_46130000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_46220000_46230000,0,9,0.003823034358582083,0.4669667243342232
sq0003_46360000_46370000,0,8,0.007850313216069148,0.4366480030862637
sq0003_46570000_46580000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_47250000_47260000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_47270000_47280000,0,6,0.03142434652178249,0.36563621206356534
sq0003_47540000_47550000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_47570000_47580000,0,13,0.00016962883216848132,0.5659999567638938
sq0003_47610000_47620000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_47750000_47760000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_47760000_47770000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0003_47770000_47780000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0003_48070000_48080000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_48080000_48090000,0,14,7.246616608760606e-05,0.5866817871284814
sq0003_48110000_48120000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_48160000_48170000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_48170000_48180000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0003_48560000_48570000,0,6,0.03142434652178249,0.36563621206356534
sq0003_48780000_48790000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_48910000_48920000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_50280000_50290000,0,11,0.0008486361383012883,0.5202268683827087
sq0003_51410000_51420000,0,7,0.015826016947418548,0.4031478844100375
sq0003_51550000_51560000,0,8,0.007850313216069148,0.4366480030862637
sq0003_51860000_51870000,0,12,0.0003848878012656882,0.5439149940775636
sq0003_51880000_51890000,0,16,1.1919419594418901e-05,0.6244581706827199
sq0003_51910000_51920000,0,8,0.007850313216069148,0.4366480030862637
sq0003_53050000_53060000,0,7,0.015826016947418548,0.4031478844100375
sq0003_53830000_53840000,0,10,0.0018227351663913953,0.4946847389363815
sq0003_54630000_54640000,0,9,0.003823034358582083,0.4669667243342232
sq0003_55520000_55530000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_1660000_1670000,0,7,0.015826016947418548,0.4031478844100375
sq0004_1790000_1800000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_2900000_2910000,0,7,0.015826016947418548,0.4031478844100375
sq0004_4940000_4950000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0004_4950000_4960000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_11090000_11100000,0,7,0.015826016947418548,0.4031478844100375
sq0004_11860000_11870000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_13330000_13340000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_13550000_13560000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_14600000_14610000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_14640000_14650000,0,7,0.015826016947418548,0.4031478844100375
sq0004_15310000_15320000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_19880000_19890000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_19890000_19900000,0,9,0.003823034358582083,0.4669667243342232
sq0004_21180000_21190000,0,8,0.007850313216069148,0.4366480030862637
sq0004_22640000_22650000,0,6,0.03142434652178249,0.36563621206356534
sq0004_23310000_23320000,0,13,0.00016962883216848132,0.5659999567638938
sq0004_23320000_23330000,0,8,0.007850313216069148,0.4366480030862637
sq0004_23350000_23360000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_23370000_23380000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_23410000_23420000,0,9,0.003823034358582083,0.4669667243342232
sq0004_23420000_23430000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_23470000_23480000,0,6,0.03142434652178249,0.36563621206356534
sq0004_23480000_23490000,0,6,0.03142434652178249,0.36563621206356534
sq0004_23980000_23990000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_24380000_24390000,0,8,0.007850313216069148,0.4366480030862637
sq0004_24860000_24870000,0,7,0.015826016947418548,0.4031478844100375
sq0004_25340000_25350000,0,9,0.003823034358582083,0.4669667243342232
sq0004_26200000_26210000,0,6,0.03142434652178249,0.36563621206356534
sq0004_26250000_26260000,0,7,0.015826016947418548,0.4031478844100375
sq0004_26440000_26450000,0,9,0.003823034358582083,0.4669667243342232
sq0004_26450000_26460000,0,9,0.003823034358582083,0.4669667243342232
sq0004_26460000_26470000,0,8,0.007850313216069148,0.4366480030862637
sq0004_27030000_27040000,0,7,0.015826016947418548,0.4031478844100375
sq0004_27860000_27870000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_27980000_27990000,0,7,0.015826016947418548,0.4031478844100375
sq0004_28260000_28270000,0,13,0.00016962883216848132,0.5659999567638938
sq0004_28270000_28280000,0,6,0.03142434652178249,0.36563621206356534
sq0004_28290000_28300000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_28640000_28650000,0,8,0.007850313216069148,0.4366480030862637
sq0004_30870000_30880000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0004_30880000_30890000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0004_30890000_30900000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0004_31050000_31060000,0,6,0.03142434652178249,0.36563621206356534
sq0004_31070000_31080000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_31080000_31090000,0,13,0.00016962883216848132,0.5659999567638938
sq0004_31090000_31100000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_31200000_31210000,0,6,0.03142434652178249,0.36563621206356534
sq0004_31220000_31230000,0,6,0.03142434652178249,0.36563621206356534
sq0004_31230000_31240000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_31240000_31250000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_31250000_31260000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_31300000_31310000,0,8,0.007850313216069148,0.4366480030862637
sq0004_31320000_31330000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_31330000_31340000,0,8,0.007850313216069148,0.4366480030862637
sq0004_32150000_32160000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_32310000_32320000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_32980000_32990000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_33310000_33320000,0,9,0.003823034358582083,0.4669667243342232
sq0004_33780000_33790000,0,9,0.003823034358582083,0.4669667243342232
sq0004_34320000_34330000,0,7,0.015826016947418548,0.4031478844100375
sq0004_34690000_34700000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_35210000_35220000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_35300000_35310000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_36120000_36130000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_36390000_36400000,0,8,0.007850313216069148,0.4366480030862637
sq0004_36690000_36700000,0,6,0.03142434652178249,0.36563621206356534
sq0004_37440000_37450000,0,8,0.007850313216069148,0.4366480030862637
sq0004_38070000_38080000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_38930000_38940000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0004_38980000_38990000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_39450000_39460000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_39650000_39660000,0,7,0.015826016947418548,0.4031478844100375
sq0004_39710000_39720000,0,13,0.00016962883216848132,0.5659999567638938
sq0004_39760000_39770000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_39770000_39780000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_39810000_39820000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_39890000_39900000,0,7,0.015826016947418548,0.4031478844100375
sq0004_40500000_40510000,0,9,0.003823034358582083,0.4669667243342232
sq0004_40620000_40630000,0,8,0.007850313216069148,0.4366480030862637
sq0004_41350000_41360000,0,7,0.015826016947418548,0.4031478844100375
sq0004_41360000_41370000,0,7,0.015826016947418548,0.4031478844100375
sq0004_41540000_41550000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_41670000_41680000,0,7,0.015826016947418548,0.4031478844100375
sq0004_42210000_42220000,0,7,0.015826016947418548,0.4031478844100375
sq0004_42730000_42740000,0,9,0.003823034358582083,0.4669667243342232
sq0004_43500000_43510000,0,9,0.003823034358582083,0.4669667243342232
sq0004_43570000_43580000,0,8,0.007850313216069148,0.4366480030862637
sq0004_45080000_45090000,0,8,0.007850313216069148,0.4366480030862637
sq0004_45110000_45120000,0,6,0.03142434652178249,0.36563621206356534
sq0004_45920000_45930000,0,7,0.015826016947418548,0.4031478844100375
sq0004_45950000_45960000,0,7,0.015826016947418548,0.4031478844100375
sq0004_46060000_46070000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_46100000_46110000,0,9,0.003823034358582083,0.4669667243342232
sq0004_46490000_46500000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_47730000_47740000,0,8,0.007850313216069148,0.4366480030862637
sq0004_47800000_47810000,0,9,0.003823034358582083,0.4669667243342232
sq0004_49100000_49110000,0,8,0.007850313216069148,0.4366480030862637
sq0004_50670000_50680000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_52000000_52010000,0,8,0.007850313216069148,0.4366480030862637
sq0004_52200000_52210000,0,13,0.00016962883216848132,0.5659999567638938
sq0004_52210000_52220000,0,9,0.003823034358582083,0.4669667243342232
sq0004_52280000_52290000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_53630000_53640000,0,14,7.246616608760606e-05,0.5866817871284814
sq0004_53900000_53910000,0,9,0.003823034358582083,0.4669667243342232
sq0004_53910000_53920000,0,7,0.015826016947418548,0.4031478844100375
sq0004_53930000_53940000,0,12,0.0003848878012656882,0.5439149940775636
sq0004_54660000_54670000,0,6,0.03142434652178249,0.36563621206356534
sq0004_55580000_55590000,0,9,0.003823034358582083,0.4669667243342232
sq0004_55630000_55640000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_56340000_56350000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_56500000_56510000,0,7,0.015826016947418548,0.4031478844100375
sq0004_56580000_56590000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_58790000_58800000,0,10,0.0018227351663913953,0.4946847389363815
sq0004_58870000_58880000,0,9,0.003823034358582083,0.4669667243342232
sq0004_61690000_61700000,0,11,0.0008486361383012883,0.5202268683827087
sq0004_61830000_61840000,0,8,0.007850313216069148,0.4366480030862637
sq0004_62300000_62310000,0,8,0.007850313216069148,0.4366480030862637
sq0004_64290000_64300000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_2860000_2870000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_4420000_4430000,0,7,0.015826016947418548,0.4031478844100375
sq0005_5170000_5180000,0,9,0.003823034358582083,0.4669667243342232
sq0005_5190000_5200000,0,9,0.003823034358582083,0.4669667243342232
sq0005_7550000_7560000,0,8,0.007850313216069148,0.4366480030862637
sq0005_8190000_8200000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_8250000_8260000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_8350000_8360000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_8360000_8370000,0,8,0.007850313216069148,0.4366480030862637
sq0005_10420000_10430000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_10590000_10600000,0,9,0.003823034358582083,0.4669667243342232
sq0005_10650000_10660000,0,8,0.007850313216069148,0.4366480030862637
sq0005_11070000_11080000,0,7,0.015826016947418548,0.4031478844100375
sq0005_11730000_11740000,0,12,0.0003848878012656882,0.5439149940775636
sq0005_11750000_11760000,0,9,0.003823034358582083,0.4669667243342232
sq0005_11780000_11790000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_11790000_11800000,0,9,0.003823034358582083,0.4669667243342232
sq0005_11920000_11930000,0,8,0.007850313216069148,0.4366480030862637
sq0005_11960000_11970000,0,12,0.0003848878012656882,0.5439149940775636
sq0005_12920000_12930000,0,8,0.007850313216069148,0.4366480030862637
sq0005_13720000_13730000,0,9,0.003823034358582083,0.4669667243342232
sq0005_13740000_13750000,0,8,0.007850313216069148,0.4366480030862637
sq0005_13750000_13760000,0,9,0.003823034358582083,0.4669667243342232
sq0005_15680000_15690000,0,12,0.0003848878012656882,0.5439149940775636
sq0005_15700000_15710000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_16510000_16520000,0,7,0.015826016947418548,0.4031478844100375
sq0005_17120000_17130000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_17870000_17880000,0,8,0.007850313216069148,0.4366480030862637
sq0005_18270000_18280000,0,14,7.246616608760606e-05,0.5866817871284814
sq0005_20280000_20290000,0,6,0.03142434652178249,0.36563621206356534
sq0005_23110000_23120000,0,7,0.015826016947418548,0.4031478844100375
sq0005_23810000_23820000,0,12,0.0003848878012656882,0.5439149940775636
sq0005_23850000_23860000,0,9,0.003823034358582083,0.4669667243342232
sq0005_24340000_24350000,0,6,0.03142434652178249,0.36563621206356534
sq0005_24560000_24570000,0,6,0.03142434652178249,0.36563621206356534
sq0005_25870000_25880000,0,6,0.03142434652178249,0.36563621206356534
sq0005_26470000_26480000,0,11,0.0008486361383012883,0.5202268683827087
sq0005_27080000_27090000,0,8,0.007850313216069148,0.4366480030862637
sq0005_28330000_28340000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_28350000_28360000,0,9,0.003823034358582083,0.4669667243342232
sq0005_28380000_28390000,0,10,0.0018227351663913953,0.4946847389363815
sq0005_28560000_28570000,0,8,0.007850313216069148,0.4366480030862637
sq0005_28810000_28820000,0,13,0.00016962883216848132,0.5659999567638938
sq0005_28860000_28870000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0005_28870000_28880000,0,7,0.015826016947418548,0.4031478844100375
sq0005_29220000_29230000,0,7,0.015826016947418548,0.4031478844100375
sq0005_29260000_29270000,0,9,0.003823034358582083,0.4669667243342232
sq0006_60000_70000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_5840000_5850000,0,7,0.015826016947418548,0.4031478844100375
sq0006_5900000_5910000,0,9,0.003823034358582083,0.4669667243342232
sq0006_5990000_6000000,0,8,0.007850313216069148,0.4366480030862637
sq0006_6010000_6020000,0,9,0.003823034358582083,0.4669667243342232
sq0006_6500000_6510000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_6770000_6780000,0,7,0.015826016947418548,0.4031478844100375
sq0006_6780000_6790000,0,14,7.246616608760606e-05,0.5866817871284814
sq0006_8390000_8400000,0,6,0.03142434652178249,0.36563621206356534
sq0006_8420000_8430000,0,6,0.03142434652178249,0.36563621206356534
sq0006_8440000_8450000,0,6,0.03142434652178249,0.36563621206356534
sq0006_9690000_9700000,0,9,0.003823034358582083,0.4669667243342232
sq0006_10450000_10460000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_11750000_11760000,0,9,0.003823034358582083,0.4669667243342232
sq0006_12470000_12480000,0,6,0.03142434652178249,0.36563621206356534
sq0006_12620000_12630000,0,6,0.03142434652178249,0.36563621206356534
sq0006_13120000_13130000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_13130000_13140000,0,14,7.246616608760606e-05,0.5866817871284814
sq0006_13800000_13810000,0,9,0.003823034358582083,0.4669667243342232
sq0006_14470000_14480000,0,8,0.007850313216069148,0.4366480030862637
sq0006_15000000_15010000,0,8,0.007850313216069148,0.4366480030862637
sq0006_15090000_15100000,0,14,7.246616608760606e-05,0.5866817871284814
sq0006_15500000_15510000,0,9,0.003823034358582083,0.4669667243342232
sq0006_16150000_16160000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_16310000_16320000,0,9,0.003823034358582083,0.4669667243342232
sq0006_17110000_17120000,0,9,0.003823034358582083,0.4669667243342232
sq0006_17140000_17150000,0,7,0.015826016947418548,0.4031478844100375
sq0006_17150000_17160000,0,6,0.03142434652178249,0.36563621206356534
sq0006_18360000_18370000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_18650000_18660000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_19610000_19620000,0,8,0.007850313216069148,0.4366480030862637
sq0006_19790000_19800000,0,6,0.03142434652178249,0.36563621206356534
sq0006_20800000_20810000,0,7,0.015826016947418548,0.4031478844100375
sq0006_20810000_20820000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_20820000_20830000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_21340000_21350000,0,9,0.003823034358582083,0.4669667243342232
sq0006_22640000_22650000,0,13,0.00016962883216848132,0.5659999567638938
sq0006_22660000_22670000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0006_23040000_23050000,0,8,0.007850313216069148,0.4366480030862637
sq0006_23080000_23090000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_23180000_23190000,0,13,0.00016962883216848132,0.5659999567638938
sq0006_23430000_23440000,0,9,0.003823034358582083,0.4669667243342232
sq0006_23440000_23450000,0,9,0.003823034358582083,0.4669667243342232
sq0006_23930000_23940000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_23990000_24000000,0,8,0.007850313216069148,0.4366480030862637
sq0006_24040000_24050000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_24090000_24100000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_26250000_26260000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_26390000_26400000,0,6,0.03142434652178249,0.36563621206356534
sq0006_26800000_26810000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_26810000_26820000,0,9,0.003823034358582083,0.4669667243342232
sq0006_27240000_27250000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_27730000_27740000,0,9,0.003823034358582083,0.4669667243342232
sq0006_28070000_28080000,0,6,0.03142434652178249,0.36563621206356534
sq0006_28550000_28560000,0,6,0.03142434652178249,0.36563621206356534
sq0006_29100000_29110000,0,8,0.007850313216069148,0.4366480030862637
sq0006_29200000_29210000,0,6,0.03142434652178249,0.36563621206356534
sq0006_29540000_29550000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_29550000_29560000,0,13,0.00016962883216848132,0.5659999567638938
sq0006_30090000_30100000,0,8,0.007850313216069148,0.4366480030862637
sq0006_30230000_30240000,0,8,0.007850313216069148,0.4366480030862637
sq0006_30300000_30310000,0,7,0.015826016947418548,0.4031478844100375
sq0006_32110000_32120000,0,10,0.0018227351663913953,0.4946847389363815
sq0006_32120000_32130000,0,7,0.015826016947418548,0.4031478844100375
sq0006_32260000_32270000,0,6,0.03142434652178249,0.36563621206356534
sq0006_32270000_32280000,0,7,0.015826016947418548,0.4031478844100375
sq0006_32320000_32330000,0,8,0.007850313216069148,0.4366480030862637
sq0006_32650000_32660000,0,8,0.007850313216069148,0.4366480030862637
sq0006_32940000_32950000,0,8,0.007850313216069148,0.4366480030862637
sq0006_32950000_32960000,0,7,0.015826016947418548,0.4031478844100375
sq0006_33090000_33100000,0,6,0.03142434652178249,0.36563621206356534
sq0006_34320000_34330000,0,8,0.007850313216069148,0.4366480030862637
sq0006_34750000_34760000,0,13,0.00016962883216848132,0.5659999567638938
sq0006_34760000_34770000,0,11,0.0008486361383012883,0.5202268683827087
sq0006_34770000_34780000,0,8,0.007850313216069148,0.4366480030862637
sq0006_34950000_34960000,0,9,0.003823034358582083,0.4669667243342232
sq0006_35050000_35060000,0,12,0.0003848878012656882,0.5439149940775636
sq0006_35180000_35190000,0,8,0.007850313216069148,0.4366480030862637
sq0006_35220000_35230000,0,8,0.007850313216069148,0.4366480030862637
sq0006_35520000_35530000,0,14,7.246616608760606e-05,0.5866817871284814
sq0006_35780000_35790000,0,9,0.003823034358582083,0.4669667243342232
sq0006_35790000_35800000,0,9,0.003823034358582083,0.4669667243342232
sq0007_20000_30000,0,13,0.00016962883216848132,0.5659999567638938
sq0007_3040000_3050000,0,10,0.0018227351663913953,0.4946847389363815
sq0007_3120000_3130000,0,9,0.003823034358582083,0.4669667243342232
sq0007_3130000_3140000,0,10,0.0018227351663913953,0.4946847389363815
sq0007_3140000_3150000,0,12,0.0003848878012656882,0.5439149940775636
sq0007_6680000_6690000,0,14,7.246616608760606e-05,0.5866817871284814
